time	user_id	item_id
1213411233	113	1304
1213427760	39	243
1213432575	114	1306
1213441167	115	1309
1213453816	116	1315
1213456185	117	1319
1213457735	118	93
1213464106	119	1679
1213518609	120	112
1213519832	121	72
1213523471	122	1732
1213528018	123	1740
1213532330	124	1744
1213542659	51	628
1213554836	121	31
1213587896	125	1756
1213593194	98	1047
1213595345	58	31
1213603399	29	142
1213604048	103	1189
1213609973	39	72
1213614085	98	1148
1213616172	110	26
1213617544	126	26
1213617788	127	26
1213617796	128	26
1213617972	78	26
1213632157	129	1
1213665510	130	72
1213667152	131	1770
1213668107	131	966
1213674577	132	1802
1213679491	133	1805
1213682680	133	881
1213688072	39	244
1213696960	134	83
1213700432	131	1771
1213705563	72	918
1213709060	135	1821
1213716369	102	1186
1213718714	136	736
1213726328	137	113
1213754892	131	1772
1213760669	118	1673
1213764659	131	1773
1213766630	138	621
1213768100	139	1859
1213775653	58	746
1213788151	140	72
1213790651	76	533
1213804604	141	1886
1213889972	142	1156
1213902415	143	1904
1213929028	121	39
1213942007	144	1906
1213946109	145	72
1213949117	145	623
1213950099	39	245
1213950297	117	245
1213954034	146	2065
1213954602	39	246
1213955903	147	198
1213956828	148	2114
1213957594	149	2114
1213975473	39	247
1214017478	150	1224
1214028017	133	1806
1214031447	151	31
1214034060	151	2120
1214034122	152	72
1214043579	141	190
1214045457	151	745
1214060989	104	1191
1214098585	153	621
1214109753	39	248
1214131239	145	1907
1214133989	154	2159
1214136022	140	31
1214138798	155	2173
1214141633	156	881
1214144308	157	2177
1214148548	39	249
1214153411	39	250
1214174683	145	509
1214183832	145	1088
1214192958	145	1908
1214194227	145	1909
1214198072	145	1910
1214208384	145	1911
1214209463	158	496
1214210880	145	756
1214210943	159	911
1214213713	130	31
1214226533	160	2182
1214235444	146	2066
1214241890	161	844
1214253216	143	844
1214275014	145	1912
1214275108	162	2193
1214286296	163	831
1214292782	131	190
1214298709	58	747
1214304053	145	1382
1214305934	164	2207
1214311071	165	844
1214317706	150	2117
1214318666	140	1746
1214322514	166	2238
1214322657	167	2243
1214323176	152	44
1214323975	164	2208
1214325776	79	44
1214365149	108	72
1214365533	108	1216
1214366010	168	2253
1214381362	39	251
1214383212	169	2257
1214387660	170	2262
1214407138	39	252
1214410048	171	1857
1214410633	39	253
1214422017	172	2293
1214441604	173	1071
1214444904	174	2300
1214456025	52	672
1214460733	175	2302
1214467106	100	1175
1214470563	176	72
1214471527	145	1841
1214479369	177	2339
1214489652	39	172
1214504487	178	44
1214534993	176	30
1214536463	179	1096
1214540078	180	2350
1214549939	90	1127
1214550946	47	496
1214551046	77	496
1214553436	145	1913
1214553972	121	87
1214556484	181	672
1214568943	182	2378
1214571957	39	254
1214637014	39	255
1214650136	183	1914
1214650779	31	149
1214656285	184	1833
1214659588	151	748
1214659610	58	748
1214663024	140	1882
1214675900	185	2401
1214708401	186	2412
1214737834	187	865
1214749110	186	804
1214749176	110	605
1214759717	39	256
1214775463	188	2431
1214794257	131	235
1214796997	131	1774
1214799487	133	1807
1214799811	117	1320
1214814818	131	1775
1214815198	145	1216
1214818204	39	257
1214823534	117	1321
1214830714	117	1322
1214834662	189	2433
1214836800	145	1082
1214839198	98	1149
1214839828	145	235
1214841650	190	1205
1214848924	145	1914
1214874879	162	2194
1214882258	139	1828
1214884412	145	1915
1214889177	191	865
1214889575	131	1776
1214892390	192	75
1214900673	145	1381
1214908858	193	2440
1214918511	41	481
1214928703	194	2444
1214931465	168	2254
1214942462	58	300
1214976579	40	476
1214978653	34	190
1214991403	195	882
1215000625	155	2174
1215053728	188	72
1215057241	117	298
1215057249	53	676
1215064143	145	1916
1215083639	39	258
1215085212	51	629
1215089258	196	2497
1215089512	131	1777
1215137158	197	72
1215140480	117	1323
1215149095	198	44
1215149502	117	235
1215151739	117	1324
1215155192	199	83
1215155202	200	83
1215155359	153	83
1215155491	138	83
1215155561	201	83
1215155575	202	83
1215158981	197	31
1215166503	203	1324
1215174795	117	1325
1215215016	204	2522
1215218305	205	753
1215227723	117	1326
1215238687	117	1327
1215250280	117	598
1215257412	58	124
1215267973	39	259
1215269871	118	881
1215270185	176	881
1215273030	145	1917
1215321803	39	260
1215326528	39	261
1215331579	114	759
1215333688	110	490
1215339658	146	318
1215342296	39	262
1215343711	146	2067
1215348330	84	708
1215352583	146	2068
1215354278	194	2445
1215357020	121	88
1215358450	39	263
1215379728	117	1328
1215386669	206	2527
1215394834	207	72
1215400789	117	1329
1215414145	117	1330
1215418544	176	838
1215421590	176	682
1215423280	145	26
1215425866	145	291
1215426089	146	2069
1215426133	208	1200
1215438006	117	1331
1215438321	145	1918
1215439656	89	1067
1215440940	145	111
1215443887	190	2436
1215445629	115	1241
1215452775	209	1924
1215472517	145	1919
1215484334	210	818
1215484981	117	111
1215487393	146	860
1215495875	117	1332
1215497757	39	264
1215497983	126	83
1215499598	139	72
1215518439	117	1333
1215524377	211	340
1215525694	212	2598
1215530559	213	2512
1215531012	214	2512
1215534133	215	2605
1215571276	216	122
1215588815	117	261
1215590783	145	1357
1215612329	145	1920
1215613360	126	1757
1215619597	217	747
1215653754	218	2612
1215654142	131	1070
1215656335	117	12
1215670299	28	129
1215680869	219	2509
1215685265	145	477
1215695957	117	1334
1215697642	145	1921
1215702543	145	1922
1215711985	220	139
1215731473	221	2626
1215738668	145	1923
1215739137	222	153
1215744055	223	2630
1215758676	117	1335
1215760146	108	1046
1215762305	39	265
1215762783	108	865
1215769669	224	2689
1215778239	160	2183
1215778799	98	1150
1215783536	225	2690
1215788463	145	1924
1215790630	145	1925
1215829476	39	266
1215831070	226	831
1215833067	117	1336
1215841197	209	2533
1215844896	227	2061
1215855362	39	267
1215861106	2	16
1215863070	117	302
1215879260	53	677
1215912851	228	1046
1215920474	229	2700
1215936610	117	268
1215936636	39	268
1215940518	230	2704
1215944601	103	202
1215945765	82	623
1215966217	231	35
1215980116	232	1140
1215993829	117	1337
1215995573	151	2121
1215998939	39	269
1215999335	228	72
1216002103	139	1400
1216003632	233	1071
1216012406	139	1860
1216013946	234	2211
1216014598	235	72
1216019968	145	1926
1216024871	139	1096
1216027916	236	72
1216028441	237	475
1216034007	164	242
1216037479	146	605
1216038820	39	270
1216038831	117	270
1216040982	238	2798
1216042172	239	1882
1216046882	39	271
1216046996	117	1338
1216055523	47	497
1216069504	240	210
1216085249	241	2828
1216085257	242	2828
1216085314	243	2828
1216085329	244	2828
1216085395	245	2828
1216085409	246	2828
1216085441	247	2828
1216085458	248	2828
1216093629	249	72
1216096133	117	1339
1216102656	117	248
1216109201	250	2834
1216114628	251	1913
1216116150	117	1340
1216117308	14	67
1216120995	133	157
1216147510	145	704
1216173664	86	72
1216181985	145	1927
1216184608	252	2844
1216185088	252	2845
1216189304	234	2431
1216195928	253	31
1216196186	254	1205
1216203044	229	1241
1216205732	255	2616
1216210118	170	698
1216214037	117	1210
1216214691	39	272
1216214941	256	273
1216215023	39	273
1216215971	234	2523
1216217986	151	300
1216220871	39	274
1216222705	257	2872
1216225371	258	31
1216255497	259	2874
1216258443	258	72
1216262972	98	40
1216264584	145	617
1216277399	117	1341
1216281625	260	2888
1216294032	117	1342
1216302417	261	844
1216305134	39	275
1216307274	65	242
1216319248	262	102
1216339516	263	459
1216345732	145	237
1216346514	264	2900
1216363605	265	2845
1216370972	39	276
1216386233	145	1928
1216388620	258	88
1216393228	63	35
1216399890	266	2914
1216400549	267	2921
1216437690	117	1343
1216440160	250	163
1216440502	117	1344
1216446635	145	246
1216468093	133	1808
1216470261	53	678
1216471793	117	45
1216473857	268	2922
1216478856	145	107
1216479435	145	1929
1216514860	39	277
1216540496	117	1345
1216541492	117	294
1216551267	204	2523
1216555056	39	278
1216555855	58	749
1216559347	269	924
1216562653	117	1346
1216566788	39	279
1216579725	39	280
1216602288	270	881
1216608887	145	1930
1216619793	271	1088
1216626640	272	859
1216633370	273	44
1216639700	13	63
1216647919	98	1151
1216650554	256	2868
1216650663	39	281
1216653128	274	2947
1216653281	223	75
1216661174	145	238
1216684345	110	1243
1216691155	275	107
1216692508	117	295
1216700987	176	1070
1216702143	176	966
1216707835	72	919
1216710337	39	282
1216718705	176	1777
1216721025	39	283
1216727158	117	1347
1216734173	276	26
1216740455	277	2953
1216740843	145	258
1216744374	278	23
1216745135	279	2966
1216755412	39	284
1216757699	280	31
1216759967	139	31
1216774460	39	285
1216776784	281	834
1216777018	280	72
1216781085	89	834
1216782520	32	162
1216785874	273	1288
1216789007	282	533
1216793186	117	1348
1216798465	188	2432
1216799522	117	114
1216800990	72	920
1216801534	39	286
1216802631	145	1931
1216803728	172	72
1216805243	283	3006
1216809969	117	287
1216810937	284	75
1216815181	284	72
1216815272	234	300
1216820292	285	3011
1216824881	262	149
1216825358	117	1179
1216828043	89	168
1216828826	146	300
1216832184	286	2387
1216833739	203	2512
1216856765	146	1204
1216860991	39	287
1216862545	287	76
1216864287	281	72
1216865276	281	235
1216866706	287	75
1216867304	117	1349
1216872109	281	1071
1216872795	288	88
1216876654	289	2609
1216877607	233	2609
1216879883	235	605
1216882128	290	3031
1216886299	210	72
1216891756	234	953
1216892122	279	2967
1216903776	291	26
1216904937	32	26
1216904961	39	288
1216907990	213	2445
1216909374	292	144
1216910064	271	2933
1216910657	174	1733
1216919819	293	1905
1216924711	98	1152
1216954790	151	190
1216955039	240	2821
1216955614	294	1080
1216958295	117	1350
1216965793	197	1046
1216967008	295	620
1216967405	296	620
1216972807	297	506
1216972873	298	506
1216978500	101	1180
1216984339	299	485
1216987257	117	289
1216988517	39	289
1216989594	300	3045
1216993894	31	150
1216994885	272	1008
1217001391	301	3048
1217045778	117	443
1217050448	302	922
1217063560	58	750
1217063711	39	290
1217064529	117	1351
1217066721	117	1352
1217075137	303	2273
1217082840	117	1353
1217083029	39	291
1217087066	253	953
1217087910	304	3058
1217089542	117	1354
1217094380	303	3051
1217099179	305	844
1217134469	139	1861
1217134661	145	708
1217139940	281	31
1217148630	304	44
1217150942	306	49
1217157127	28	130
1217157614	151	124
1217163408	145	658
1217164132	39	123
1217166974	53	102
1217167328	304	153
1217179807	130	1766
1217205787	288	3024
1217214805	307	2172
1217214936	235	708
1217219000	308	1074
1217228867	309	31
1217229672	309	72
1217234884	58	751
1217235225	39	220
1217236353	7	35
1217240438	277	1682
1217256242	39	292
1217260449	310	35
1217271520	311	300
1217276841	281	153
1217296381	39	293
1217302999	136	1066
1217303549	312	3072
1217305389	236	2671
1217310937	145	1932
1217319005	117	317
1217329246	117	353
1217329455	194	298
1217334211	313	3079
1217341688	89	1068
1217342790	314	1355
1217342909	117	1355
1217347813	46	26
1217387819	315	3084
1217387879	316	708
1217387921	317	708
1217389735	318	3099
1217402384	288	72
1217405362	49	612
1217408480	145	308
1217408680	236	87
1217413031	319	865
1217422768	43	72
1217425560	320	1733
1217434828	321	2097
1217435006	322	39
1217470540	146	2070
1217484552	323	1079
1217484595	324	3108
1217495578	145	1193
1217498561	131	1778
1217505266	117	251
1217509868	325	1295
1217511425	62	35
1217513765	185	2194
1217516077	312	3073
1217521918	235	31
1217523148	308	135
1217525036	117	1356
1217526667	326	3111
1217529587	327	1008
1217557157	146	679
1217558925	145	1091
1217559574	328	686
1217561778	329	2769
1217562138	117	1357
1217564995	330	877
1217572067	151	1096
1217572253	89	802
1217576664	331	42
1217585226	332	35
1217588769	333	3125
1217598392	234	1
1217603802	334	26
1217604004	19	26
1217607695	146	2071
1217654913	335	3142
1217655315	117	1358
1217658692	39	294
1217662868	117	1359
1217663090	117	1360
1217673473	336	3146
1217676274	117	172
1217678744	337	2211
1217691097	338	3148
1217697363	339	88
1217705033	139	1547
1217714307	146	2072
1217729367	145	307
1217731447	49	613
1217741036	339	31
1217744915	206	2528
1217747823	173	2294
1217759564	340	1008
1217762547	341	63
1217766128	342	756
1217766490	280	951
1217771208	145	1223
1217814531	117	1361
1217816138	39	295
1217818293	326	1775
1217820114	343	1324
1217828150	290	3032
1217829191	117	1181
1217830489	148	509
1217831033	215	2606
1217831692	284	31
1217835943	329	3114
1217841493	117	230
1217851855	58	484
1217853435	344	72
1217857577	145	1933
1217858638	281	2734
1217864046	89	1069
1217872937	38	217
1217876120	345	3162
1217901123	346	1324
1217902369	253	72
1217905793	197	40
1217910671	339	72
1217921692	347	2971
1217922268	117	1362
1217928387	348	2631
1217937561	117	1363
1217941298	223	2631
1217941986	349	1782
1217943047	117	278
1217946456	145	296
1217946525	39	296
1217948762	39	297
1217954060	39	298
1217985912	53	679
1217986877	350	627
1217993126	351	1080
1218000624	89	1033
1218002399	89	72
1218002899	89	31
1218003726	89	1070
1218010141	39	299
1218010808	352	1008
1218012779	166	1008
1218012799	353	1008
1218015272	354	3212
1218016879	89	1071
1218018791	145	1934
1218019089	89	841
1218023303	89	302
1218033718	180	2351
1218033736	151	750
1218034612	337	2725
1218035080	117	1364
1218036919	355	3215
1218042632	356	952
1218067352	89	1072
1218075840	235	151
1218077664	146	1
1218081420	288	949
1218085150	145	1935
1218093282	89	1073
1218093637	89	1074
1218095002	89	1008
1218095770	89	1075
1218096044	89	209
1218096501	89	865
1218096566	357	658
1218096728	358	831
1218097299	89	889
1218099280	117	307
1218101557	117	1365
1218101659	89	963
1218103055	194	2446
1218104329	89	1076
1218105209	89	1077
1218105430	89	1022
1218105811	337	2069
1218106697	359	3219
1218108529	89	1078
1218109575	145	725
1218109911	232	680
1218111147	89	1079
1218118294	89	1080
1218120306	360	621
1218120494	151	772
1218120827	146	2073
1218123753	89	1081
1218128489	89	628
1218156162	180	1945
1218160838	361	844
1218162240	89	749
1218167057	362	2238
1218169736	58	94
1218174581	135	1822
1218175535	363	508
1218175733	364	756
1218177468	271	57
1218181410	105	1202
1218183403	119	1680
1218191995	234	2069
1218205281	124	627
1218240869	365	3228
1218271027	194	1179
1218281328	235	149
1218295934	117	1366
1218317741	145	1936
1218332211	273	42
1218345190	366	1780
1218357906	32	163
1218359616	71	485
1218361092	361	1905
1218361915	349	26
1218363678	367	26
1218363922	368	476
1218364047	353	476
1218366140	185	2402
1218369079	28	131
1218376637	235	490
1218377090	369	26
1218377761	217	281
1218378391	323	26
1218400046	39	300
1218410443	145	1937
1218415051	145	1361
1218415603	370	2961
1218415732	117	301
1218419594	39	301
1218423795	362	476
1218427110	117	1367
1218435228	39	302
1218437724	145	1337
1218439389	371	3235
1218441229	372	72
1218441284	372	31
1218442948	110	1244
1218444174	372	88
1218445793	348	834
1218446867	339	752
1218449869	373	2078
1218451854	140	1883
1218453199	374	2840
1218463129	375	752
1218463946	27	123
1218500631	376	956
1218502658	377	752
1218503032	378	2609
1218506350	117	1368
1218509936	230	202
1218511171	379	3241
1218512304	86	1046
1218516094	377	31
1218522108	117	1369
1218526088	146	2074
1218528270	117	1370
1218529423	380	3235
1218533807	377	2872
1218554891	141	1887
1218584881	308	630
1218585252	51	630
1218589460	58	752
1218598648	235	1674
1218602183	39	100
1218603146	52	100
1218604251	186	2413
1218612878	145	1863
1218614560	381	3403
1218615996	306	26
1218616803	382	89
1218623778	382	745
1218631541	383	484
1218634231	384	2109
1218639740	348	2757
1218641195	117	1371
1218677916	273	2941
1218678544	382	1046
1218679382	377	772
1218679725	348	2318
1218680831	348	3179
1218683438	385	3417
1218685007	235	677
1218688151	323	3105
1218691570	117	1372
1218695748	386	72
1218701819	117	1373
1218705356	387	72
1218705373	388	72
1218710726	51	631
1218710753	308	631
1218710978	348	772
1218714708	203	1179
1218723227	389	15
1218727466	390	76
1218729087	117	1374
1218730158	117	1375
1218736217	311	748
1218758035	348	3018
1218758142	348	1242
1218761647	391	2720
1218763546	271	2934
1218764644	110	1245
1218768036	392	296
1218768829	348	3180
1218770516	117	1376
1218774462	131	1779
1218779291	86	87
1218786103	348	113
1218786845	393	44
1218787007	348	190
1218790316	145	1806
1218807346	394	3429
1218807515	145	1938
1218807903	395	966
1218809411	117	1377
1218809714	396	1885
1218813248	348	1367
1218818566	145	306
1218829842	397	2267
1218846169	398	2120
1218848787	110	1246
1218853144	133	1809
1218857196	399	42
1218865546	350	86
1218866947	348	235
1218873324	348	3181
1218875179	117	1378
1218880405	348	966
1218885949	348	485
1218892869	117	1379
1218901616	117	1380
1218902003	348	153
1218903274	348	1071
1218904889	58	753
1218906572	96	306
1218931799	182	2379
1218940055	117	1381
1218946747	234	2725
1218952550	400	1885
1218955730	401	1239
1218959316	39	303
1218961384	377	81
1218961820	402	3546
1218961836	403	3546
1218961920	404	3546
1218964082	89	1082
1218969211	145	443
1218978061	117	1382
1218984468	348	3182
1218986929	139	747
1218989111	91	26
1218990254	140	26
1218990964	151	781
1218997034	382	31
1219004723	141	1205
1219027989	37	213
1219033452	405	620
1219036266	378	19
1219037045	131	1241
1219041130	406	72
1219046117	131	1780
1219047914	151	598
1219049619	407	3560
1219049967	395	72
1219050996	348	1079
1219052977	407	745
1219053850	407	1088
1219062186	235	39
1219062868	407	31
1219063416	39	304
1219064392	109	75
1219079576	408	1885
1219114042	409	844
1219114046	410	844
1219114060	411	844
1219114072	412	844
1219114228	413	844
1219116062	133	1337
1219122111	414	131
1219126378	415	2265
1219126799	416	3597
1219132944	145	1939
1219137978	201	306
1219138362	417	3600
1219139743	418	72
1219147169	131	627
1219150317	417	3601
1219162969	72	921
1219181845	405	2267
1219181861	376	2267
1219190604	98	1153
1219192383	105	1203
1219193880	80	922
1219201500	146	72
1219207174	321	3102
1219208396	293	2890
1219212326	417	3031
1219215060	372	708
1219215808	419	72
1219221845	250	33
1219226284	110	1247
1219226707	420	922
1219231294	407	3561
1219239627	421	1885
1219244580	422	3615
1219248095	131	1781
1219249818	423	72
1219250842	139	1862
1219274231	13	64
1219287198	288	752
1219291801	253	2314
1219293224	277	2954
1219295524	408	708
1219295582	117	1383
1219296390	234	157
1219297671	424	72
1219311729	311	3068
1219317147	288	26
1219324401	425	772
1219333064	426	681
1219337065	427	508
1219337225	428	1140
1219338073	39	305
1219365802	79	485
1219365944	178	485
1219365987	43	485
1219374893	429	3708
1219380787	145	1940
1219383464	117	1384
1219383926	430	33
1219383950	431	72
1219384126	432	72
1219384897	413	2614
1219384906	433	2614
1219384956	432	31
1219394097	145	300
1219394148	271	1120
1219403214	434	26
1219403226	124	26
1219406361	167	1223
1219410247	110	1248
1219415726	435	143
1219422348	151	26
1219425631	436	2698
1219431272	437	3721
1219431441	438	26
1219451146	324	3109
1219458505	131	509
1219459389	324	628
1219459572	224	89
1219467998	439	3726
1219469537	145	1941
1219473074	440	72
1219473590	441	72
1219482661	442	3739
1219484004	80	967
1219500392	437	1297
1219501324	278	2963
1219501602	121	1721
1219502835	234	2209
1219508601	443	2523
1219512337	81	976
1219562851	164	2209
1219568932	444	1905
1219576377	445	26
1219577067	446	26
1219577071	447	26
1219577084	448	26
1219579923	449	1843
1219579940	325	1843
1219583017	395	1804
1219589956	197	2502
1219590684	450	143
1219604153	392	3026
1219622337	423	877
1219632145	395	3491
1219635277	63	44
1219637486	395	708
1219641442	451	3767
1219642884	395	3492
1219646850	139	1863
1219649947	452	31
1219650216	392	3426
1219666246	309	3012
1219670365	453	39
1219679492	47	498
1219718380	454	3560
1219719612	455	3560
1219724788	70	294
1219726858	456	3876
1219727146	457	3888
1219728963	146	2075
1219738287	72	922
1219745906	117	274
1219745995	234	2726
1219751193	89	258
1219751253	183	235
1219758257	146	2076
1219758869	382	72
1219761692	89	1083
1219761702	456	3877
1219777336	458	306
1219802912	145	1942
1219804847	252	2846
1219805477	459	3027
1219807102	460	3027
1219809247	280	708
1219811285	253	2847
1219815040	386	834
1219821335	71	27
1219821941	455	1889
1219822048	384	3415
1219823328	419	87
1219823430	377	87
1219825741	201	621
1219825980	200	621
1219835292	461	3893
1219840743	223	93
1219841065	117	1385
1219843629	462	27
1219844897	463	3840
1219847293	145	1943
1219850189	381	39
1219850628	455	31
1219853145	440	31
1219860775	39	306
1219865113	341	153
1219866186	464	3900
1219882787	51	632
1219882824	308	632
1219889809	465	3903
1219889997	464	1962
1219891309	117	1386
1219896010	286	953
1219898740	455	630
1219900513	97	1145
1219903380	274	39
1219904066	466	27
1219908055	419	31
1219909752	467	3923
1219909753	468	72
1219911587	455	3846
1219912425	105	855
1219915709	76	620
1219917010	458	406
1219917164	428	3706
1219919601	469	27
1219920057	470	27
1219921480	146	54
1219922969	419	40
1219923147	88	1062
1219923973	394	3430
1219930139	471	31
1219931030	145	1276
1219931304	105	153
1219933069	145	1944
1219934684	16	75
1219966203	345	2306
1219969036	455	27
1219970198	456	3878
1219973123	472	2276
1219973147	473	2276
1219986576	474	1885
1219988988	337	318
1219991347	455	3566
1219998356	235	209
1220002245	426	1
1220003361	145	1945
1220006893	151	27
1220007654	475	112
1220007697	476	112
1220009753	378	27
1220009819	373	300
1220016362	477	3940
1220020350	478	949
1220022221	478	1071
1220023192	258	87
1220029219	167	571
1220057293	164	2210
1220066468	47	499
1220069123	479	2698
1220069674	480	2698
1220071360	481	1899
1220071424	142	1899
1220076072	426	306
1220080326	482	3947
1220083801	455	745
1220085233	333	3126
1220092301	443	2652
1220092968	209	2534
1220102268	483	3993
1220112594	484	26
1220113348	423	26
1220130965	416	3598
1220135086	105	1204
1220150599	39	307
1220154723	145	361
1220154727	117	361
1220157057	455	772
1220160159	49	614
1220180408	426	748
1220183215	281	1149
1220183974	485	2154
1220196268	486	3496
1220196524	487	4001
1220205328	321	3103
1220210909	197	2503
1220228964	488	922
1220235653	164	1
1220236293	319	306
1220238700	487	4002
1220242083	288	3025
1220244030	489	4021
1220246756	151	1310
1220248708	490	72
1220250160	490	1071
1220255141	490	708
1220262721	117	1387
1220269148	395	3493
1220275428	39	308
1220277860	197	1171
1220279927	117	1388
1220280404	372	39
1220318750	145	1946
1220321046	491	4025
1220321071	492	1047
1220321999	492	72
1220322034	419	209
1220325015	419	1746
1220331162	408	1046
1220333221	493	677
1220341240	494	300
1220350396	39	309
1220357553	39	310
1220358726	395	2933
1220359186	308	641
1220362543	495	48
1220362917	496	26
1220363670	497	75
1220365243	154	2160
1220366914	498	26
1220367484	499	26
1220369578	500	4063
1220395408	501	831
1220403417	219	2615
1220405166	502	749
1220406598	503	72
1220406951	145	406
1220407585	395	107
1220408746	504	87
1220409316	505	87
1220409375	506	87
1220414350	117	1389
1220414835	119	1681
1220425185	281	1026
1220426804	507	1777
1220427374	300	16
1220432066	493	4029
1220445462	222	2627
1220454363	176	2304
1220457562	281	908
1220457921	392	3427
1220461884	432	26
1220462434	431	26
1220465383	117	1390
1220467681	381	31
1220488927	347	153
1220490559	508	153
1220491085	145	340
1220492421	374	242
1220492453	509	242
1220494691	510	4139
1220499754	426	3104
1220503809	511	1069
1220504843	441	2307
1220509893	145	1947
1220511668	102	1187
1220511998	490	681
1220513442	512	831
1220515870	117	1391
1220515980	513	708
1220516609	514	853
1220517493	515	3536
1220533515	395	316
1220539286	516	831
1220544756	84	93
1220548272	517	4154
1220553390	455	2631
1220574898	281	2720
1220576249	145	349
1220576598	518	674
1220577931	86	756
1220580442	519	2629
1220584580	520	625
1220589947	131	72
1220590061	86	1047
1220592110	131	1782
1220596764	408	1213
1220597395	408	72
1220599531	145	239
1220603824	145	302
1220614228	83	39
1220622919	145	1948
1220625397	378	2116
1220629844	145	1069
1220664803	308	633
1220665411	395	3494
1220666859	382	624
1220667112	382	2120
1220667389	117	311
1220667420	39	311
1220678184	431	31
1220678805	145	269
1220680389	145	1949
1220683988	465	3904
1220684047	521	4183
1220684942	471	149
1220690551	272	2238
1220691470	145	1950
1220698421	522	31
1220698516	505	31
1220699553	523	83
1220700616	524	26
1220702055	51	633
1220706346	525	4192
1220706422	230	347
1220707005	483	50
1220709236	523	82
1220709317	518	479
1220709503	454	3769
1220710996	72	150
1220714083	426	3656
1220714099	426	3
1220717414	526	1071
1220719362	526	31
1220754842	487	4003
1220758468	523	1815
1220759759	527	83
1220760582	455	834
1220760605	432	834
1220761504	456	1348
1220762438	528	4201
1220763037	145	1951
1220765199	280	834
1220773650	117	1392
1220775301	454	1781
1220776468	426	3657
1220778594	529	310
1220780698	490	844
1220787325	110	315
1220795816	530	4209
1220795925	133	1692
1220796048	531	2276
1220803858	89	1084
1220804078	395	3495
1220807398	435	831
1220839966	456	3879
1220841197	522	72
1220841325	532	72
1220841685	407	72
1220841689	455	72
1220847456	145	153
1220851788	377	153
1220855505	121	153
1220860195	533	72
1220860196	533	4230
1220860828	534	72
1220862483	533	340
1220867740	251	2837
1220871303	400	3543
1220876239	392	1187
1220880821	408	153
1220884371	83	831
1220885031	454	1026
1220893922	535	2631
1220898863	490	889
1220926085	536	72
1220927630	537	3560
1220932821	145	1952
1220940930	538	153
1220940976	419	153
1220945264	382	87
1220947243	145	312
1220949761	39	312
1220960649	117	1393
1220961453	406	749
1220963968	222	2628
1220966063	522	865
1220967250	299	2304
1220970458	394	3431
1220977163	145	280
1220977251	345	950
1220977471	433	2157
1220977475	413	2157
1221000053	408	716
1221004376	522	235
1221010206	517	2120
1221010980	490	2120
1221015191	395	3496
1221015880	471	2120
1221017747	156	83
1221025079	517	31
1221026756	145	319
1221034950	82	991
1221035778	454	27
1221043311	145	1953
1221052552	353	2238
1221054313	58	754
1221056482	145	957
1221060919	197	2504
1221076863	105	1205
1221076887	408	953
1221117414	408	87
1221118456	408	1730
1221120979	145	1954
1221124052	253	87
1221127380	532	153
1221131619	401	153
1221135801	381	153
1221138504	110	1249
