post_id,user_id,timestamp,post_content,repost_count,like_count,comment_count
37,49820,739518664.0,#我与汽车的日常##理想MEGA#红颜色，靓不靓！[蜘蛛侠] ​,0.0,6.0,3.0
447,2193,724320238.0,俄罗斯产的特斯拉杀手……看着确实挺像，杀手🥷#大v聊车# ​​​,2.0,63.0,25.0
314,2193,729392464.0,你们猜，开车的是男司机还是女司机？[喵喵]  #大v聊车# ​​​,1.0,30.0,19.0
252,2193,731059600.0,当调酒师失业后干起了汽车修理工...[喵喵] #大v聊车# ​​​,6.0,46.0,8.0
398,2193,726725818.0,这种黄牌子是有什么说法吗....[doge] #大v聊车# ​​​,1.0,18.0,15.0
217,2193,732154904.0,"这个人是好人还是坏人？
米粉为什么不敢惹他？
#大v聊车# ​​​",20.0,200.0,104.0
354,2193,728120796.0,空气悬架算个Der啊，大海豚必须得有[喵喵] #大v聊车# ​​​,10.0,106.0,27.0
2659,2193,722565621.0,北京肯定是不能黑色的，银色，白色你觉得哪个好看？#大v聊车# ​​​,0.0,30.0,27.0
268,2193,730719796.0,如果抽到了这样的车牌，你会...？[doge] #大v聊车# ​​​,3.0,103.0,45.0
202,2193,732780576.0,车上都是钢筋，司机命真大，这是因为躲三轮导致的？#大v聊车# ​​​,2.0,12.0,2.0
2596,2193,735448878.0,"简单吃一口，下午搬砖 #大v聊车# 
越来越喜欢上海 #上海# ​​​",0.0,27.0,25.0
71,2193,736519006.0,越来越离谱了，这排名很像是....谁干的？[喵喵]#大v聊车# ​​​,6.0,39.0,17.0
224,2193,731994429.0,宝马全责，太慢了，挡住了苏 7 前进的道路....#大v聊车# ​​​,4.0,49.0,22.0
433,2193,725253779.0,凑合一口，早点吃完下午搬砖！ #大v聊车# 中午你吃的是什么？ ​​​,1.0,24.0,17.0
326,2193,728954998.0,"震惊😱 
方程豹价格也崩了…？
有了解内幕的吗？
#大v聊车# ​​​",19.0,683.0,407.0
167,2193,734006772.0,又一个装逼失败的，结果屁股开花，下次还敢这么玩吗？#大v聊车# ​​​,13.0,77.0,29.0
101,2193,735635295.0,真“拦脖基尼”，这场景很容易让人联想到图2啊...#大v聊车# ​​​,1.0,49.0,13.0
483,2193,721792982.0,哈哈哈哈哈哈！ 这张图真的能骗个女朋友吗，怎么操作？#大v聊车# ​​​,11.0,67.0,33.0
213,2193,732352341.0,正常行驶的白色真倒霉，自行车速度这么高，刹车失灵了？#大v聊车# ​​​,4.0,23.0,9.0
270,2193,730690691.0,家教真好 #大v聊车# http://t.cn/A6YkKgCH ​​​,6.0,99.0,32.0
432,2193,725263405.0,这我很难评啊....我想听你们说点心里话[doge]#大v聊车# ​​​,4.0,122.0,91.0
119,2193,735277488.0,很少见到结婚用MPV作为头车的，充满了喜庆祥和的氛围 #大v聊车# ​​​,4.0,183.0,45.0
52,2193,735614294.0,"不理解，但我大受震撼......
哥们儿是卖车的吗？
#大v聊车# ​​​",0.0,33.0,6.0
105,2193,735530769.0,"当人们会用 ai 之后，这都干的什么事儿啊.....
#大v聊车# ​​​",3.0,37.0,6.0
52,2193,735614294.0,"不理解，但我大受震撼......
哥们儿是卖车的吗？
#大v聊车# ​​​",0.0,33.0,6.0
89,2193,736008585.0,形势很严峻。但可能95%的人看不明白…… #大v聊车# #人为什么会抑郁#,18.0,26.0,19.0
186,2193,733403923.0,两人私设路障收费，结果不出所料...又是精神病患者...#大v聊车# ​​​,5.0,50.0,16.0
555,2193,712754524.0,社牛神器...#大v聊车# http://t.cn/A6Ov6ZGj ​​​,91.0,369.0,61.0
2421,12535,629858409.0,太帅了#越野# #汽车#  http://t.cn/A6qn4lcm ​​​,10.0,4.0,1.0
219,2193,732083417.0,解说得比陈同学好，没有任何破腚，符合迷粉预期 [喵喵] #大v聊车# ​​​,6.0,130.0,25.0
570,49821,739973256.0,"Porsche 911 Carrera 4 GTS
#汽车资讯# （4K） ​",8.0,22.0,4.0
476,2193,722263935.0,哟，这是什么车...坦克还是BJ40？有认识的吗 [喵喵]#大v聊车# ​​​,5.0,197.0,141.0
676,12535,729298984.0,#车模# 雪儿，随手拍……#新星v计划##车生活##汽车##汽车资讯# ​​​,7.0,6.0,2.0
14,49822,738914589.0,"奔驰E级好卖的原因找到了，建议宝马5系学习一个[doge]

#大v聊车# ​",1.0,78.0,18.0
96,2193,735728894.0,"四天就爆胎.....
有的场景下爆胎是会要命的.....
#大v聊车# ​​​",8.0,69.0,50.0
2623,2193,730182437.0,"流量的胜利就是：
我没说车，
但你们却觉得我在说一辆车🚗
#大v聊车# ​​​",0.0,40.0,10.0
562,2193,710591987.0,一起为梦想窒息#大v聊车#  http://t.cn/A60ihVt4 ​​​,369.0,1478.0,171.0
92,2193,735909996.0,这车为什么罩上自己，有什么见不得人的，这个轮毂，谁认识啊？#大v聊车# ​​​,8.0,179.0,58.0
2637,2193,728044646.0,"隔着屏幕都能感到小伙的无奈…
话说…这要是追尾了…[喵喵] #大v聊车# ​​​",0.0,45.0,17.0
158,2193,734416626.0,"模特超好看......品牌...没听过 #大v聊车# 
谁帮我介绍一下？ ​​​",2.0,23.0,21.0
528,2193,717155762.0,这么多方盒子造型的SUV，你觉着哪一款最符合的口味？[馋嘴]#大v聊车# ​​​,7.0,95.0,54.0
310,2193,729518017.0,贾会计，一袋松狮！#大v聊车# http://t.cn/A6YH4Oda ​​​,10.0,109.0,10.0
263,2193,730812217.0,雪糕刺客，完蛋了？#大v聊车# http://t.cn/A6Ysa76z ​​​,26.0,203.0,31.0
411,2193,726283503.0,明明是个难过的事情，但又很好笑，哈哈哈哈哈哈哈哈[笑cry]#大v聊车# ​​​,26.0,88.0,35.0
142,2193,734758116.0,路边公共停车位，被人在轮胎下放钉子了，什么样的人会干这种事？#大v聊车# ​​​,3.0,33.0,22.0
479,2193,722164732.0,"如何向别人证明你的车足够大？

答案：车里放一把扫帚[喵喵]#大v聊车# ​​​",3.0,18.0,5.0
2692,49823,736315896.0,"天知道我当时比个六到底是要干啥？[费解]
#我与汽车的日常##迷惑行为大赏# ​",0.0,11.0,7.0
2650,2193,726106839.0,昨天到的，第一次见到造雪机器，但后来看到图一，还是有点担心….#大v聊车# ​​​,1.0,49.0,17.0
559,2193,711373836.0,小聪明 掩盖大问题 #大v聊车# http://t.cn/A60W0GG5 ​​​,407.0,1249.0,96.0
2652,2193,725778932.0,简单对付一口，加了一次面，但还是没吃饱....服了！下午搬砖 #大v聊车# ​​​,0.0,13.0,10.0
18,49822,738927404.0,"发动机盖气弹簧撑杆，好高级的配置！！！ [doge]
#汽场全开##大v聊车# ​",3.0,25.0,10.0
189,2193,733145736.0,零跑C11当街发火…#大v聊车# http://t.cn/A6TCfWWb ​​​,4.0,49.0,20.0
1543,12535,689520551.0,http://t.cn/A6KLYSCw #汽车##汽车资讯##新能源汽车# ​​​,4.0,3.0,0.0
558,2193,711545521.0,你有大智慧，肯定能听懂#大v聊车# http://t.cn/A60Y06o7 ​​​,54.0,527.0,38.0
409,2193,726301218.0,见过带着全家来提车的，但是你见过带着全村来提车的吗？[doge]#大v聊车# ​​​,2.0,49.0,19.0
203,2193,732763979.0,你喜欢大众脸的A6L，还是奥迪脸的迈腾？还说不是买个标？[喵喵]#大v聊车# ​​​,5.0,85.0,29.0
403,2193,726460144.0,这种开法算危险驾驶吗？#大v聊车# http://t.cn/A6jim0RR ​​​,3.0,57.0,39.0
2615,2193,733222471.0,这条视频...太贵了 #大v聊车# http://t.cn/A6TNpT2d ​​​,0.0,32.0,12.0
82,2193,736225707.0,这车贴这个是自爆其丑？还是想告诉别人，他缺个老婆啊？[笑cry]#大v聊车# ​​​,6.0,226.0,81.0
2631,2193,728799756.0,北京大雪了，但是这兄弟真讲究，坐公交车还自己带个门...[喵喵]#大v聊车# ​​​,0.0,26.0,2.0
430,2193,725419949.0,大山东，不愧是礼仪之邦～#大v聊车# http://t.cn/A6jAU8kb ​​​,6.0,34.0,6.0
426,2193,725613143.0,"我天..这么快就有人提车了？
白色，没选智慧灯幕，你们觉着好看吗？#大v聊车# ​​​",21.0,94.0,76.0
471,2193,722481210.0,只有我想不到，没有他们做不出来…….这是怪物史莱克里面那个驴吗？ #大v聊车# ​​​,6.0,42.0,28.0
156,2193,734434312.0,你们说，这是不是一台很有“理想”的车？[喵喵]#2024北京车展##大v聊车# ​​​,3.0,15.0,11.0
44,49822,738909966.0,"丰田致敬比亚迪，卡罗拉低至798 [允悲]

#新能源汽车##大v聊车##比亚迪# ​",0.0,21.0,17.0
557,2193,711717738.0,车里发呆不上楼，你会吗？#大v聊车# http://t.cn/A60QOnTC ​​​,355.0,1528.0,114.0
524,2193,718109617.0,新能源没有了智能叫什么？#大v聊车# http://t.cn/A6WGT2re ​​​,75.0,259.0,32.0
197,2193,732940549.0,"这是老人变坏了？还是坏人变老了？
西城区政府管理能力这么堪忧吗？
#大v聊车# ​​​",13.0,167.0,49.0
13,49822,738996939.0,"这...
摩托媛之后还有电鸡媛了吗[允悲]
#大v聊车##新能源汽车##汽场全开# ​",2.0,62.0,51.0
556,2193,712323641.0,开始查自燃了，你抖什么？#大v聊车# http://t.cn/A60d2nbX ​​​,371.0,1359.0,145.0
371,2193,727505843.0,德国小富士和日本小徕卡，你喜欢哪个？ #大v聊车##fujifilm##徕卡# ​​​,1.0,13.0,13.0
23,49822,738901864.0,"哈哈哈哈哈哈，五环比四环多一环[doge]
#大v聊车##新能源汽车##汽场全开# ​",1.0,13.0,11.0
291,2193,729950017.0,离ICU还有一步之遥？ #大v聊车# http://t.cn/A6YmGtyp ​​​,4.0,99.0,9.0
323,2193,728999617.0,不到一天，这么多车大降价？#大v聊车# http://t.cn/A6Yp0feD ​​​,6.0,159.0,31.0
319,2193,729258817.0,这是不是你吃过最便宜的亏？#大v聊车# http://t.cn/A6Yltj3F ​​​,17.0,168.0,28.0
486,2193,721481017.0,重新定义“全新”的凯美瑞！#大v聊车# http://t.cn/A6WsLWgK ​​​,43.0,232.0,44.0
482,2193,721971215.0,说大螺丝？还得看流量王吧？#大v聊车# http://t.cn/A6lwVsvZ ​​​,21.0,264.0,42.0
478,2193,722170416.0,越来越贵，国产车忘本了吗？#大v聊车# http://t.cn/A6lLXYBy ​​​,53.0,360.0,85.0
181,2193,733492416.0,这不是巧了吗...这不是？#大v聊车# http://t.cn/A6TW4oOu ​​​,9.0,191.0,25.0
313,2193,729413452.0,"前面车是刹不住，后面车真就一点都不刹呀...
难道玩的就是一个陪伴？#大v聊车# ​​​",5.0,38.0,13.0
2660,2193,722563707.0,今天试驾小鹏X9，价格还没有公布哈。有什么想问的可以告诉我.... #大v聊车# ​​​,0.0,19.0,22.0
2640,2193,727781256.0,"大哥真有钱，手机就这么粘在后尾门…
你们说…这是模型？还是真的手机？#大v聊车# ​​​",0.0,23.0,8.0
250,2193,731128757.0,高考，看的出来，他作呕了 #大v聊车# http://t.cn/A6T7dauO ​​​,25.0,103.0,50.0
273,2193,730601871.0,刚洗完车….开开心心的走在路上 [泪][泪][泪][泪][泪]…..#大v聊车# ​​​,1.0,21.0,9.0
271,2193,730638817.0,我是黑暗，我假装向往光明！#大v聊车# http://t.cn/A6YDe5zS ​​​,43.0,421.0,60.0
255,2193,730985017.0,雷布斯真能整顿汽车市场吗？#大v聊车# http://t.cn/A6TPu7Ca ​​​,9.0,124.0,35.0
236,2193,731420917.0,柯基：老子是柯基，不是司机…#大v聊车# http://t.cn/A6T2C4uY ​​​,5.0,50.0,7.0
2636,2193,728101640.0,满车的护身符…听说现在新手司机都这么干了，你在路上见到过吗？[喵喵] #大v聊车# ​​​,0.0,28.0,13.0
484,2193,721741352.0,这是不是车内的气罐爆炸了？ #大v聊车# http://t.cn/A6l7vkjT ​​​,17.0,93.0,25.0
262,2193,730876833.0,未成年，洗了个寂寞[二哈] #大v聊车# http://t.cn/A6Tv5W9p ​​​,13.0,46.0,15.0
244,2193,731245777.0,这是鞋的问题，还是车的问题？#大v聊车# http://t.cn/A6TZeAe8 ​​​,2.0,100.0,66.0
2610,2193,733645473.0,无人机：你再碰下我试试...#大v聊车# http://t.cn/A6TjWr2C ​​​,0.0,22.0,3.0
205,2193,732717505.0,"兰博基尼撞到路灯杆直接报废，这是得开多快啊？
这路灯杆质量，挺好...#大v聊车# ​​​",5.0,61.0,22.0
439,2193,725023417.0,亲，年终奖，领导找你谈了吗？#大v聊车# http://t.cn/A6jvqfrE ​​​,25.0,157.0,42.0
372,2193,727444417.0,反转了，但是又没完全反...#大v聊车# http://t.cn/A6jDj7cg ​​​,34.0,268.0,38.0
531,2193,716729055.0,油价上调会不会导致电价上调？#大v聊车# http://t.cn/A6OeDpKP ​​​,319.0,1460.0,139.0
73,2193,736434624.0,"排行榜已经被大家玩出花了
另外，极湃...你们路上见过嘛？[doge]#大v聊车# ​​​",2.0,26.0,20.0
519,2193,718973617.0,你为什么买MPV？因为风阻么？#大v聊车# http://t.cn/A6W6SLy2 ​​​,19.0,202.0,29.0
520,2193,718887216.0,如果有人想要救活微码汽车...#大v聊车# http://t.cn/A6WiUVom ​​​,18.0,199.0,19.0
340,2193,728567196.0,大哥素质真高[赞][赞][赞]#大v聊车# http://t.cn/A6YaOR3j ​​​,4.0,37.0,5.0
241,2193,731330316.0,到底什么是新能源？氢还是电啊？#大v聊车# http://t.cn/A6TAy2nq ​​​,11.0,138.0,26.0
513,2193,720271417.0,国道收费，竟然有这么多好处呢！#大v聊车# http://t.cn/A6W8LgJe ​​​,108.0,535.0,61.0
239,2193,731407587.0,"哈哈哈哈，我的 LS6 电耗....厉害不？
猜猜怎么开出来的[喵喵]
#大v聊车# ​​​",1.0,19.0,11.0
47,49822,739162776.0,"雷军的折叠自行车，其实比很多电动自行车都贵点[允悲]
#雷军##新能源汽车##大v聊车# ​",0.0,8.0,11.0
560,2193,711113011.0,暴雨来临，请关掉你的自动启停！#大v聊车# http://t.cn/A60Nv9DF ​​​,237.0,742.0,37.0
2381,12535,633764909.0,陕西关中硬汉沙漠玩越野#越野# #汽车#  http://t.cn/A6tqshEW ​​​,8.0,4.0,1.0
396,2193,726800390.0,8秒钟连续夺走你两个卧槽...#大v聊车# http://t.cn/A6jNqK4N ​​​,3.0,27.0,8.0
1007,12535,712538700.0,http://t.cn/A60DC1lS #车生活##新能源##新能源汽车##海南# ​​​,8.0,5.0,1.0
527,2193,717251487.0,1升汽油竟然等于1000毫升？#大v聊车# http://t.cn/A6WhT7EV ​​​,598.0,2010.0,190.0
131,2193,734953716.0,蒜了吧 姜它放茴大孜然[允悲]#大v聊车# http://t.cn/A6HvGmGR ​​​,1.0,28.0,6.0
384,2193,727097197.0,下雨天为啥要开这么快呢？[费解]#大v聊车# http://t.cn/A6j85xee ​​​,78.0,641.0,115.0
2691,49823,738592391.0,"孩子三个月了，我比怀孕前还瘦上三斤[微笑]
#日常碎碎念##心情日记##我与汽车的日常#  ​",0.0,13.0,8.0
463,2193,723083018.0,看着大坐着大，开起来真不大...#大v聊车# http://t.cn/A6lxCbI3 ​​​,25.0,185.0,35.0
393,2193,726839616.0,能把这玩意吹上天的，安得什么心？#大v聊车# http://t.cn/A6jpD1QU ​​​,19.0,205.0,16.0
21,49822,739532240.0,"特斯拉...哦不！这次是丰田烧了！
#大v聊车# http://t.cn/A6QJwqlR ​",1.0,13.0,15.0
2654,2193,725277228.0,"真有钱！
划个口子都是钻石划的！#大v聊车# http://t.cn/A6jzBpZp ​​​",1.0,21.0,6.0
279,2193,730449636.0,好了，这下车门不用关了[喵喵] #大v聊车# http://t.cn/A6Yg5NVO ​​​,2.0,37.0,18.0
523,2193,718368817.0,来吧有钱人，厂长圆你一个高铁梦！#大v聊车# http://t.cn/A6WcU2Fg ​​​,107.0,442.0,86.0
249,2193,731157517.0,宝马为什么软了？听花为什么硬气？#大v聊车# http://t.cn/A6TzaOaG ​​​,25.0,175.0,22.0
2622,2193,731137831.0,三轮车配远驱控制器、TE37轮毂、全热熔轮胎，你猜这是要送什么这么着急？ #大v聊车# ​​​,1.0,43.0,11.0
328,2193,728899822.0,最后的伸脚…是这哥们最后的倔强…#大v聊车# http://t.cn/A6YNwO6S ​​​,5.0,27.0,5.0
72,2193,736513227.0,车很帅，办进京证了吗？[喵喵] #大v聊车# http://t.cn/A6H6wOW4 ​​​,1.0,22.0,9.0
114,2193,735385129.0,电动车：你俩吵架，我非死不可吗？#大v聊车# http://t.cn/A6HA2lXY ​​​,3.0,25.0,5.0
2670,2193,662257296.0,女孩子们肯定都考C2吧？#我与汽车的日常#  http://t.cn/A6Jqq3er ​​​,0.0,23.0,13.0
124,2193,735131617.0,世界首富，不懂经济学......#大v聊车# http://t.cn/A6H7z2YS ​​​,7.0,125.0,12.0
2669,2193,662793871.0,你的脑门儿也是个放大器？#我与汽车的日常#  http://t.cn/A6JokuPC ​​​,0.0,9.0,8.0
563,2193,664519752.0,全球市场好，才是真的好！#我与汽车的日常#  http://t.cn/A6i0Wp0q ​​​,1.0,2.0,3.0
104,2193,735562417.0,山西问界事故官方声明，如何解读？#大v聊车# http://t.cn/A6HySGsb ​​​,84.0,290.0,52.0
212,2193,732359795.0,学人家给汽车开光，果然开….光了 #大v聊车# http://t.cn/A6TIknSj ​​​,9.0,76.0,13.0
218,2193,732091596.0,据说现在某些网约车司机，不能听见798连在一起[doge] #大v聊车# （秦plus） ​​​,1.0,142.0,27.0
449,2193,724154292.0,保时米……现在看他们都觉得像自己人，莫名的就有亲切感…#大v聊车#  啥也不说了，致敬🫡 ​​​,3.0,148.0,52.0
2665,7789,713103727.0,停车场一色的比亚迪，坐标广州，你那边也是这样吗？#汽车资讯##新能源车##新能源大牛说# ​​​,0.0,53.0,45.0
367,2193,727587513.0,"据说春节前夕高速服务区充电不方便...充电桩很紧张....#大v聊车# 

[doge] ​​​",2.0,25.0,17.0
475,2193,722304375.0,如果真的是这样，蔚来的MPV值60万.....吧？#大v聊车#  这不比跳楼款好看多了？ ​​​,14.0,98.0,90.0
180,2193,733551688.0,"能看清吗？
西四环匝道桥，离地面大概 30 米
这货车差点儿开下去.....#大v聊车# ​​​",1.0,10.0,11.0
359,2193,727927176.0,"据说…只有天津拥有这样的警示牌…
看图片，主驾是逗哏…
#大v聊车# 
你们都起床了吗？ ​​​",2.0,70.0,7.0
201,2193,732792337.0,听响即刹车，大哥指挥都多余了...#大v聊车# http://t.cn/A6TXsWOm ​​​,2.0,50.0,6.0
140,2193,734786016.0,小米酥妻竟然比特斯拉慢了1秒...#大v聊车# http://t.cn/A6TkGntb ​​​,16.0,137.0,38.0
387,2193,727012417.0,经常辟谣，汽车品牌就可以健康发展 #大v聊车# http://t.cn/A6jTqJDi ​​​,11.0,109.0,14.0
322,2193,729057236.0,这台“迈巴赫”不仅看起来精致小巧...还能给奔驰E车主提供一些思路[喵喵] #大v聊车# ​​​,1.0,21.0,6.0
278,2193,730464226.0,"解决问题的前提是：找到问题。
希望这个品牌走出困境，用相对正常点的方式。 
#大v聊车# ​​​",8.0,226.0,67.0
530,2193,716900017.0,下一个消费风口，会不会是私人高铁？#大v聊车# http://t.cn/A6OFGfNu ​​​,40.0,367.0,44.0
443,2193,724850617.0,你说...正常运营的企业怕谣言吗？#大v聊车# http://t.cn/A6lkc6LT ​​​,21.0,193.0,28.0
467,2193,722757118.0,这种天气还是老伙计感觉踏实....很多小路都是冰雪混合路面，大路才有人给撒盐 #大v聊车# ​​​,1.0,14.0,11.0
480,2193,722134700.0,银河E8定价多少，你觉着能交个朋友？#大v聊车# http://t.cn/A6l2ET9R ​​​,19.0,306.0,47.0
296,2193,729861637.0,我们是自行车大国，但不是自行车强国！#大v聊车# http://t.cn/A6YEkjaT ​​​,2.0,32.0,14.0
487,2193,721394616.0,预售价差20万多万，这俩车怎么选呢？#大v聊车# http://t.cn/A6WksyV2 ​​​,25.0,206.0,32.0
259,2193,730898617.0,小米儿都能做汽车，为什么苹果放弃了？#大v聊车# http://t.cn/A6Tvl4ah ​​​,10.0,169.0,29.0
125,2193,735092617.0,不知酥妻敢不敢跟它比比看......#大v聊车# http://t.cn/A6HhMKto ​​​,8.0,165.0,24.0
533,2193,716554416.0,#大v聊车# 开盲盒喽！猜我拿到了谁的中秋福利！ http://t.cn/A6OdNz3g ​​​,26.0,263.0,36.0
347,2193,728375021.0,车都往下滑了还乱打方向…司机是新手？#大v聊车# http://t.cn/A6YiBl4L ​​​,2.0,19.0,7.0
229,2193,731825617.0,不是冤家不撞你。小米苏 7 追尾极氪 001，你要说不是故意的吧，那就真是巧了#大v聊车# ​​​,1.0,23.0,12.0
221,2193,732022754.0,苏7定价低了，怕米粉脸上无光啊...#大v聊车# http://t.cn/A6Tt4C9F ​​​,67.0,402.0,64.0
355,2193,728110716.0,给您拜年啦…拜年啦…拜年啦… 咣…… #大v聊车# http://t.cn/A6YIj3Ca ​​​,3.0,30.0,8.0
2590,2193,736152127.0,这地我觉着可以去洗一次，出去可以和别人吹：给我洗车的小工都是开劳斯莱斯的[二哈]#大v聊车# ​​​,0.0,8.0,1.0
154,2193,734508518.0,没看清楚，这孩子是初中生还是小学生吗？#大v聊车# http://t.cn/A6TrSnDe ​​​,1.0,19.0,2.0
86,2193,736138905.0,各汽车品牌的提示音，你觉着哪个最难听？#大v聊车# http://t.cn/A6HVH13N ​​​,1.0,22.0,7.0
547,2193,714308317.0,小鹏G6遇到腾势N7 #大v聊车# #新能源汽车# http://t.cn/A6OIqfOO ​​​,45.0,484.0,65.0
225,2193,731943027.0,"那种熟悉的味道，又回来了.....
#雷军公布小米汽车价格##大v聊车##小米汽车今晚上市# ​​​",1.0,50.0,29.0
2392,12535,632872672.0,迈巴赫GLS480#汽车# #奔驰# #迈巴赫#  http://t.cn/A651QeB2 ​​​,12.0,3.0,1.0
2667,2193,664277096.0,国产车可以闭眼买了？#虎年大吉##我与汽车的日常# http://t.cn/A6i9P4O4 ​​​,0.0,6.0,2.0
257,2193,730966710.0,可能耳朵收起来能降低风阻吧[doge]#大v聊车# http://t.cn/A6TPNOHA ​​​,3.0,33.0,12.0
146,2193,734687292.0,"粗粮大战丰田，目前现场图片较少，持续关注中...
就目前图片来看，你觉得谁赢了？#大v聊车# ​​​",14.0,228.0,151.0
159,2193,734268911.0,大众发布了新款米时捷......这颜色，粗粮厂赶紧追一波吧，别抄老款了.....#大v聊车# ​​​,4.0,148.0,53.0
564,2193,664370496.0,虎年谁会是销量冠军？#虎年大吉##我与汽车的日常# http://t.cn/A6iCRoUi ​​​,1.0,7.0,0.0
