time	user_id	item_id
156695421.0	54	128
156695458.0	32	82
156695629.0	32	83
156695712.0	58	133
156695721.0	58	134
156695743.0	58	135
156695749.0	27	71
156695755.0	58	136
156695766.0	58	137
156695828.0	58	138
156695841.0	58	139
156695852.0	57	132
156695864.0	58	140
156695876.0	59	146
156695881.0	58	141
156695911.0	58	142
156695928.0	58	143
156695941.0	58	144
156695953.0	58	145
156695997.0	60	147
156696177.0	61	148
156696705.0	62	149
156696937.0	63	150
156696944.0	63	151
156696952.0	63	152
156697147.0	63	83
156697327.0	63	153
156697374.0	64	212
156697577.0	63	154
156697591.0	63	155
156697865.0	63	156
156698051.0	63	157
156698129.0	65	214
156698139.0	63	158
156698230.0	63	159
156698310.0	66	215
156698536.0	63	35
156698601.0	63	160
156698650.0	66	216
156698817.0	66	217
156698852.0	63	161
156698930.0	66	218
156698982.0	63	162
156699399.0	67	221
156699498.0	63	163
156699774.0	66	219
156700152.0	68	222
156700196.0	63	164
156700244.0	69	251
156700310.0	70	253
156700372.0	69	252
156700394.0	68	223
156700482.0	68	224
156700658.0	63	165
156700750.0	70	254
156700854.0	71	255
156701519.0	20	53
156701565.0	72	256
156702846.0	73	257
156702930.0	73	258
156702958.0	74	264
156702991.0	73	259
156703300.0	75	265
156703556.0	73	260
156703672.0	76	266
156703837.0	77	267
156703899.0	78	280
156703902.0	63	166
156703978.0	63	167
156704137.0	73	261
156704440.0	79	282
156705080.0	63	168
156705325.0	64	213
156705501.0	63	169
156705696.0	63	170
156706061.0	63	171
156706389.0	63	172
156706484.0	63	173
156706492.0	63	174
156706520.0	63	175
156706523.0	63	176
156706529.0	63	177
156706530.0	63	178
156706548.0	63	179
156706560.0	63	180
156706591.0	73	262
156706673.0	63	181
156706683.0	63	182
156706794.0	63	183
156707018.0	63	184
156707197.0	63	185
156707207.0	63	186
156707230.0	77	268
156707444.0	63	187
156707488.0	63	188
156707655.0	63	189
156707959.0	80	283
156708511.0	81	285
156708709.0	82	287
156708784.0	81	286
156708817.0	83	291
156708894.0	82	288
156708935.0	84	293
156708962.0	84	294
156709048.0	63	190
156709058.0	84	295
156709063.0	84	296
156709167.0	63	191
156710468.0	20	54
156711135.0	85	297
156711144.0	85	298
156711171.0	85	299
156711208.0	85	300
156711294.0	63	192
156711316.0	85	301
156711406.0	85	302
156711427.0	85	303
156711850.0	85	304
156712625.0	73	263
156713133.0	86	306
156713173.0	86	307
156713656.0	63	193
156713916.0	87	308
156714002.0	63	194
156714167.0	85	305
156715329.0	88	309
156716024.0	89	314
156716039.0	90	315
156716327.0	63	195
156716642.0	91	317
156716699.0	91	318
156716818.0	92	320
156716943.0	91	319
156717041.0	93	321
156717055.0	63	196
156717133.0	63	197
156717149.0	94	322
156717218.0	95	327
156717221.0	94	323
156717470.0	94	324
156717495.0	95	328
156717556.0	94	325
156717594.0	96	333
156717650.0	20	55
156717728.0	94	326
156717766.0	95	329
156717933.0	95	299
156718094.0	95	330
156718746.0	63	198
156719107.0	80	284
156719452.0	97	334
156719553.0	98	343
156719574.0	97	335
156719610.0	99	344
156719616.0	97	336
156719661.0	97	337
156719723.0	97	338
156720416.0	100	346
156720432.0	97	339
156720762.0	97	340
156720958.0	101	347
156721082.0	97	341
156721296.0	63	199
156721313.0	102	348
156721314.0	102	349
156721476.0	103	350
156721558.0	104	351
156721999.0	105	353
156722000.0	63	200
156722278.0	97	342
156722320.0	106	354
156722322.0	106	355
156722402.0	106	356
156722471.0	106	357
156722501.0	63	201
156722895.0	107	358
156723174.0	63	202
156723231.0	95	331
156723258.0	104	352
156723287.0	108	361
156723310.0	108	362
156723500.0	107	359
156723501.0	107	360
156723503.0	109	359
156723503.0	109	363
156723504.0	109	360
156723505.0	109	364
156723505.0	109	365
156723507.0	109	367
156723507.0	109	368
156723507.0	109	366
156723509.0	109	369
156723509.0	109	370
156723509.0	109	371
156723510.0	109	372
156724187.0	110	373
156724481.0	111	374
156724491.0	112	389
156724501.0	111	375
156724650.0	111	376
156724716.0	111	377
156724861.0	112	390
156725220.0	112	391
156725384.0	63	203
156725731.0	95	332
156725749.0	112	392
156725806.0	112	393
156726106.0	113	399
156726225.0	114	400
156726294.0	63	204
156726295.0	114	401
156726773.0	115	402
156726917.0	90	316
156727019.0	116	403
156727138.0	82	289
156727254.0	117	405
156727496.0	117	406
156727500.0	7	14
156727641.0	116	404
156727713.0	112	394
156727906.0	112	395
156728581.0	118	407
156728716.0	45	115
156728721.0	77	269
156728798.0	119	269
156729162.0	120	413
156729288.0	112	396
156729374.0	121	155
156729508.0	122	414
156729515.0	123	414
156729761.0	63	205
156729765.0	63	206
156729852.0	124	416
156729858.0	124	417
156729962.0	125	421
156729967.0	125	422
156729974.0	125	423
156730008.0	125	424
156730112.0	126	434
156730231.0	125	425
156730475.0	125	426
156730526.0	125	427
156730769.0	63	207
156730770.0	127	435
156731077.0	128	436
156731078.0	128	374
156731099.0	125	428
156731293.0	129	438
156731656.0	99	345
156731828.0	130	439
156731837.0	131	440
156731914.0	132	336
156731970.0	132	441
156732434.0	132	442
156732497.0	128	388
156732519.0	130	68
156732529.0	133	444
156732582.0	132	443
156732663.0	128	381
156733986.0	7	15
156734702.0	134	445
156734941.0	135	447
156735165.0	136	455
156735230.0	112	397
156735574.0	137	298
156735592.0	122	415
156735594.0	26	68
156735798.0	138	458
156735839.0	139	459
156735843.0	139	460
156735988.0	140	461
156735994.0	128	437
156736057.0	141	462
156736479.0	142	463
156736542.0	143	464
156736723.0	63	208
156736807.0	137	456
156737128.0	137	457
156737435.0	144	465
156737464.0	145	466
156737762.0	146	467
156738485.0	147	471
156738559.0	118	408
156738564.0	148	472
156738699.0	118	409
156738858.0	118	410
156738971.0	149	473
156739001.0	149	474
156739056.0	63	85
156739746.0	146	468
156740001.0	125	429
156740085.0	146	469
156740476.0	150	475
156740623.0	151	476
156740650.0	152	478
156740799.0	151	477
156740861.0	153	488
156740905.0	153	489
156740951.0	153	490
156741432.0	154	491
156741454.0	154	492
156741659.0	134	446
156741667.0	155	493
156741766.0	156	502
156741854.0	157	364
156741884.0	156	147
156741886.0	157	369
156741887.0	157	367
156741898.0	135	448
156742279.0	158	504
156742638.0	159	505
156743353.0	160	478
156743885.0	161	506
156744779.0	162	512
156746009.0	163	518
156746099.0	164	519
156746124.0	164	520
156746239.0	165	526
156746638.0	164	521
156747042.0	166	527
156747160.0	164	522
156747198.0	167	11
156747776.0	168	529
156748096.0	169	530
156748849.0	112	398
156748862.0	135	449
156749103.0	146	470
156749216.0	170	534
156749218.0	135	450
156749366.0	170	137
156749377.0	170	535
156749394.0	170	139
156749435.0	170	141
156749480.0	170	142
156749532.0	169	531
156749653.0	171	536
156749659.0	172	537
156749676.0	172	72
156749690.0	172	538
156749698.0	172	539
156749926.0	172	540
156749929.0	173	541
156749947.0	174	542
156750020.0	175	543
156750425.0	169	532
156750951.0	176	544
156751055.0	177	546
156751245.0	177	547
156751354.0	178	548
156751599.0	179	552
156751686.0	164	523
156752013.0	180	553
156752016.0	180	554
156752232.0	180	555
156752435.0	181	407
156752487.0	169	533
156752543.0	178	549
156752794.0	77	270
156752856.0	178	550
156753155.0	182	556
156753936.0	183	557
156754278.0	164	524
156754383.0	178	551
156755479.0	184	558
156758178.0	185	559
156758217.0	185	560
156758383.0	186	562
156758564.0	185	561
156759770.0	187	564
156760247.0	188	567
156760279.0	189	568
156760864.0	190	572
156761233.0	176	545
156761252.0	191	574
156761362.0	192	576
156761399.0	192	577
156761406.0	192	579
156761406.0	192	578
156761410.0	192	580
156761411.0	192	35
156761479.0	192	581
156761501.0	192	582
156761504.0	190	573
156761505.0	192	583
156761577.0	192	584
156761581.0	192	585
156761656.0	192	586
156761681.0	192	436
156761731.0	192	587
156761774.0	192	588
156761860.0	192	589
156761869.0	192	590
156761964.0	192	591
156761972.0	192	229
156762214.0	192	592
156762435.0	191	575
156762634.0	192	593
156762912.0	192	594
156763174.0	192	595
156763222.0	193	609
156763222.0	192	167
156763236.0	192	596
156763245.0	194	611
156763329.0	192	597
156763743.0	192	598
156763841.0	192	599
156763854.0	192	223
156763867.0	195	612
156763888.0	161	507
156763924.0	192	600
156764104.0	192	601
156764316.0	192	602
156764565.0	192	603
156764746.0	192	604
156764803.0	187	565
156764825.0	196	613
156765588.0	197	614
156765850.0	192	605
156765907.0	45	116
156765945.0	192	606
156765948.0	187	566
156766132.0	198	615
156766138.0	198	616
156766139.0	192	607
156766234.0	198	617
156766283.0	198	618
156766453.0	192	608
156766841.0	199	623
156766980.0	200	624
156767138.0	201	627
156767345.0	200	625
156767385.0	200	626
156768396.0	202	628
156768484.0	66	220
156768532.0	203	36
156769275.0	204	629
156769585.0	198	619
156770061.0	205	630
156770814.0	206	631
156770916.0	207	632
156773030.0	208	633
156773120.0	209	634
156773235.0	210	639
156773289.0	211	643
156773376.0	211	414
156773395.0	212	644
156773406.0	211	415
156773471.0	209	635
156773473.0	209	636
156773483.0	213	645
156773511.0	215	651
156773511.0	214	650
156773543.0	216	590
156773635.0	213	646
156773655.0	213	647
156773717.0	217	652
156773925.0	213	648
156773975.0	218	654
156774060.0	63	209
156774161.0	219	655
156774176.0	219	656
156774356.0	220	657
156774392.0	221	658
156774476.0	222	659
156774580.0	217	653
156774590.0	223	660
156774794.0	224	661
156774820.0	213	649
156775065.0	209	637
156775197.0	198	620
156775250.0	209	638
156775388.0	225	663
156775479.0	226	666
156775498.0	226	667
156776017.0	224	662
156776411.0	227	668
156776436.0	228	669
156776516.0	228	670
156776596.0	229	121
156776641.0	230	212
156776660.0	231	104
156776709.0	231	673
156777278.0	63	210
156777443.0	232	674
156777491.0	233	677
156777850.0	234	680
156777953.0	234	681
156778159.0	235	682
156778672.0	198	621
156778907.0	236	684
156779044.0	237	685
156779116.0	238	686
156779419.0	198	622
156779615.0	239	687
156779733.0	240	706
156779738.0	240	707
156779772.0	240	708
156779792.0	240	423
156779868.0	240	709
156779878.0	240	710
156779929.0	240	711
156779975.0	240	712
156780028.0	240	713
156780041.0	240	714
156780102.0	240	715
156780130.0	240	716
156780208.0	240	717
156780312.0	240	718
156780363.0	240	719
156780709.0	240	720
156780748.0	241	736
156780777.0	240	721
156780840.0	240	722
156780851.0	241	737
156781423.0	242	738
156781430.0	229	671
156781466.0	242	706
156781485.0	242	336
156781488.0	240	723
156781516.0	242	680
156781523.0	242	739
156781536.0	242	712
156781545.0	242	740
156781547.0	242	741
156781565.0	242	742
156781679.0	242	743
156781692.0	243	766
156781717.0	240	724
156781726.0	242	744
156781744.0	242	745
156781798.0	243	706
156781853.0	242	746
156781932.0	242	747
156781980.0	243	578
156782011.0	242	748
156782022.0	242	749
156782023.0	242	750
156782023.0	244	769
156782030.0	245	770
156782127.0	242	751
156782129.0	240	725
156782145.0	242	752
156782173.0	242	616
156782214.0	246	771
156782224.0	243	586
156782305.0	243	767
156782388.0	242	753
156782617.0	242	724
156782714.0	247	772
156782895.0	242	754
156783138.0	242	755
156783163.0	240	726
156783206.0	242	756
156783246.0	248	773
156783286.0	249	780
156783295.0	242	757
156783313.0	249	781
156783322.0	250	784
156783337.0	242	758
156783375.0	249	782
156783414.0	251	787
156783481.0	251	788
156783490.0	251	743
156783515.0	251	789
156783519.0	251	706
156783640.0	242	156
156783752.0	252	792
156783760.0	253	794
156783990.0	242	759
156784087.0	242	760
156784093.0	254	136
156784102.0	254	135
156784111.0	254	142
156784128.0	254	141
156784140.0	251	790
156784141.0	255	799
156784161.0	255	800
156784203.0	254	137
156784207.0	256	803
156784213.0	254	535
156784216.0	242	761
156784247.0	255	667
156784247.0	254	134
156784258.0	254	796
156784270.0	254	797
156784295.0	254	143
156784304.0	257	294
156784312.0	254	144
156784335.0	242	762
156784337.0	255	801
156784339.0	254	133
156784349.0	254	798
156784351.0	258	807
156784353.0	240	727
156784383.0	88	310
156784479.0	249	783
156784717.0	255	754
156784865.0	243	768
156784871.0	257	804
156784887.0	240	728
156785012.0	257	805
156785028.0	259	808
156785034.0	242	763
156785062.0	250	785
156785186.0	257	751
156785334.0	260	809
156785393.0	260	738
156785396.0	260	810
156785493.0	242	764
156785493.0	260	811
156785549.0	260	812
156785554.0	260	757
156785558.0	260	813
156785568.0	260	710
156785609.0	261	820
156785617.0	260	814
156785653.0	260	815
156785674.0	260	816
156785820.0	260	817
156785840.0	260	747
156785845.0	260	818
156785877.0	260	605
156785923.0	252	793
156786298.0	262	821
156786689.0	242	765
156786689.0	263	830
156786691.0	263	831
156786749.0	263	832
156786777.0	263	833
156786791.0	263	834
156786793.0	263	738
156786793.0	262	822
156786864.0	263	835
156786927.0	264	754
156786943.0	263	836
156786974.0	262	823
156786996.0	263	837
156786996.0	260	819
156787001.0	262	824
156787345.0	265	841
156787349.0	265	842
156787354.0	265	809
156787355.0	265	843
156787359.0	265	844
156787359.0	265	845
156787360.0	265	846
156787362.0	265	847
156787365.0	265	738
156787366.0	265	848
156787369.0	265	243
156787369.0	265	849
156787372.0	265	850
156787372.0	265	757
156787374.0	265	851
156787375.0	265	852
156787376.0	265	853
156787378.0	265	854
156787382.0	265	756
156787383.0	265	746
156787383.0	265	856
156787383.0	265	855
156787384.0	265	857
156787385.0	265	858
156787386.0	265	860
156787386.0	265	859
156787388.0	265	861
156787388.0	265	862
156787390.0	265	863
156787390.0	265	706
156787394.0	265	864
156787395.0	265	865
156787398.0	265	712
156787399.0	265	752
156787399.0	265	866
156787401.0	265	867
156787404.0	265	868
156787404.0	265	743
156787404.0	265	869
156787405.0	265	870
156787406.0	265	871
156787409.0	265	873
156787409.0	265	872
156787415.0	265	97
156787416.0	263	838
156787422.0	265	763
156787424.0	265	226
156787424.0	265	874
156787430.0	265	726
156787431.0	265	875
156787433.0	265	599
156787434.0	265	876
156787435.0	265	877
156787437.0	265	878
156787446.0	265	879
156787446.0	265	880
156787447.0	265	881
156787449.0	265	882
156787454.0	265	550
156787456.0	265	704
156787458.0	265	817
156787460.0	265	883
156787460.0	265	759
156787461.0	265	814
156787513.0	265	884
156787539.0	265	731
156787539.0	265	885
156787541.0	265	886
156787546.0	265	887
156787552.0	265	888
156787554.0	265	889
156787556.0	265	741
156787561.0	265	710
156787566.0	265	890
156787573.0	240	729
156787575.0	263	839
156787576.0	265	891
156787579.0	265	892
156787580.0	265	893
156787581.0	265	894
156787586.0	265	895
156787595.0	265	729
156787595.0	265	896
156787613.0	265	897
156787614.0	265	898
156787628.0	265	899
156787631.0	265	900
156787631.0	265	901
156787635.0	265	902
156787635.0	265	903
156787647.0	265	815
156787660.0	265	904
156787664.0	265	905
156787667.0	265	906
156787670.0	265	54
156787676.0	265	907
156787679.0	265	908
156787684.0	265	909
156787687.0	265	910
156787719.0	265	342
156787737.0	265	514
156787741.0	265	911
156787743.0	265	912
156787747.0	265	913
156787751.0	265	914
156787763.0	265	915
156787791.0	265	916
156787828.0	265	917
156787833.0	265	764
156787836.0	265	918
156787914.0	265	919
156787950.0	265	920
156788043.0	265	921
156788047.0	265	922
156788057.0	265	192
156788114.0	262	825
156788121.0	265	923
156788141.0	262	826
156788170.0	265	924
156788194.0	265	925
156788203.0	265	165
156788259.0	265	926
156788259.0	265	927
156788317.0	265	928
156788361.0	265	929
156788380.0	265	930
156788394.0	265	931
156788429.0	265	932
156788514.0	265	933
156788519.0	265	559
156788526.0	265	537
156788529.0	251	791
156788529.0	265	747
156788533.0	265	934
156788588.0	265	935
156788594.0	265	936
156788602.0	266	801
156788698.0	266	979
156788836.0	266	980
156788899.0	265	818
156788942.0	265	937
156788966.0	186	563
156789013.0	265	938
156789105.0	265	939
156789184.0	257	806
156789258.0	265	940
156789350.0	265	941
156789430.0	265	942
156789647.0	265	943
156789736.0	267	981
156789810.0	262	827
156789924.0	265	944
156789973.0	265	724
156790000.0	268	982
156790618.0	269	983
156790701.0	269	984
156790742.0	266	196
156790748.0	269	985
156790803.0	240	730
156790937.0	270	986
156791048.0	265	945
156791207.0	263	840
156791215.0	167	528
156791228.0	240	731
156791526.0	265	946
156791569.0	271	987
156791602.0	272	988
156791947.0	262	828
156792336.0	266	802
156792337.0	264	802
156792338.0	255	802
156792392.0	250	786
156792696.0	273	1002
156792718.0	265	947
156792835.0	273	1003
156793141.0	265	948
156793392.0	266	568
156793846.0	265	949
156793950.0	265	950
156793974.0	274	1004
156794444.0	240	732
156794895.0	240	733
156794924.0	265	951
156795143.0	275	1005
156795340.0	276	1006
156795469.0	82	290
156796340.0	262	829
156796429.0	277	1007
156796471.0	265	952
156797213.0	278	1008
156797536.0	265	953
156797922.0	265	954
156798182.0	276	954
156798284.0	279	1009
156798294.0	265	955
156798655.0	240	734
156798734.0	280	1021
156799023.0	281	38
156799050.0	265	956
156799086.0	281	1022
156799107.0	281	1023
156799112.0	281	1024
156799360.0	282	1028
156799376.0	281	1025
156799407.0	281	1026
156799434.0	283	1029
156799640.0	284	1034
156800234.0	285	1036
156800348.0	284	1035
156800610.0	286	1037
156800700.0	281	1027
156800752.0	287	1044
156800773.0	265	957
156800860.0	287	1045
156801188.0	265	958
156802009.0	288	1046
156802472.0	289	784
156802656.0	290	1047
156802806.0	279	1010
156803509.0	265	959
156803670.0	291	1048
156803833.0	279	1011
156804462.0	292	1049
156804779.0	265	960
156804932.0	293	1057
156805022.0	293	1058
156805033.0	293	1059
156805857.0	294	1093
156805972.0	193	610
156806381.0	295	1095
156806416.0	295	1096
156806609.0	296	1098
156806726.0	297	1099
156807205.0	297	40
156807304.0	298	1100
156807395.0	299	1101
156807434.0	293	1060
156807474.0	299	1102
156807601.0	265	961
156807692.0	265	962
156807790.0	299	1103
156808021.0	299	1104
156808163.0	295	1097
156808167.0	265	963
156808318.0	300	1111
156808417.0	299	1105
156808895.0	300	1112
156809818.0	299	1106
156809912.0	294	1094
156810152.0	300	1113
156810424.0	301	1114
156810470.0	301	489
156810669.0	302	1115
156810814.0	299	1107
156810991.0	299	1108
156811448.0	303	1116
156811529.0	299	1109
156811585.0	304	1118
156811635.0	305	1122
156811907.0	306	1123
156811912.0	307	633
156812634.0	308	1125
156812998.0	308	1126
156813118.0	308	1127
156813359.0	309	659
156813479.0	310	807
156813720.0	310	213
156813946.0	311	1130
156814208.0	312	1133
156814483.0	313	1134
156814503.0	314	1135
156814831.0	314	1136
156814979.0	240	24
156815241.0	303	1117
156815914.0	315	1137
156816009.0	307	1124
156816696.0	316	1138
156816731.0	308	807
156816974.0	308	213
156817004.0	317	1139
156817187.0	318	1140
156817215.0	308	1128
156817602.0	293	1061
156817629.0	319	1061
156817753.0	320	1142
156817961.0	320	1143
156818340.0	320	1144
156818634.0	248	774
156819305.0	321	1145
156819423.0	322	1146
156819859.0	323	1147
156820308.0	323	1148
156820324.0	323	1149
156820543.0	323	1150
156820987.0	324	1151
156821016.0	325	1152
156821191.0	326	1153
156821307.0	308	1129
156821585.0	327	1154
156822018.0	328	35
156822700.0	329	1155
156823380.0	330	1156
156823433.0	331	1157
156823975.0	331	1158
156824067.0	332	1159
156824164.0	332	1160
156824807.0	63	211
156824870.0	265	964
156824920.0	333	1162
156824982.0	253	795
156825033.0	333	1163
156825119.0	333	1164
156825160.0	334	1172
156825215.0	333	1165
156825281.0	335	1173
156825291.0	283	1030
156825295.0	279	1012
156825307.0	333	1166
156825394.0	283	1031
156825461.0	336	1174
156825474.0	265	965
156825572.0	336	1175
156825674.0	333	1167
156825848.0	111	378
156826103.0	111	379
156826120.0	111	380
156826217.0	337	1177
156826354.0	333	1168
156826459.0	240	735
156826462.0	338	1178
156826818.0	333	1169
156826911.0	339	954
156826943.0	318	1141
156827160.0	340	1179
156827162.0	341	1180
156827605.0	333	1170
156827861.0	333	962
156827866.0	35	88
156827983.0	239	688
156828638.0	342	1183
156828878.0	343	1186
156829224.0	265	966
156829276.0	283	1032
156829590.0	210	640
156829820.0	229	672
156829995.0	344	1187
156830687.0	333	1171
156830873.0	299	1110
156831154.0	225	664
156831232.0	283	1033
156831345.0	345	1188
156831359.0	346	1191
156831403.0	347	555
156831531.0	345	341
156831659.0	348	1195
156831674.0	349	1130
156831768.0	348	1196
156831823.0	265	967
156831905.0	345	1189
156832118.0	350	1199
156832155.0	265	968
156832170.0	265	969
156832189.0	265	970
156832215.0	265	154
156832273.0	265	971
156832283.0	265	972
156832293.0	265	728
156832493.0	265	973
156832674.0	345	1190
156832704.0	351	1204
156832763.0	265	974
156832835.0	265	201
156832944.0	265	975
156833489.0	352	1205
156833497.0	352	1206
156833540.0	352	1207
156833557.0	352	1208
156833566.0	352	855
156833579.0	352	1209
156833588.0	352	766
156833596.0	352	1210
156833630.0	353	1237
156833632.0	354	1206
156833639.0	352	1211
156833643.0	265	976
156833716.0	355	1189
156833751.0	239	689
156833919.0	353	1238
156833941.0	352	1212
156833960.0	352	1214
156833960.0	352	1213
156834000.0	352	1215
156834003.0	352	1216
156834033.0	352	909
156834041.0	352	1217
156834057.0	352	1218
156834270.0	356	1173
156834284.0	353	1239
156834337.0	352	1219
156834343.0	352	1220
156834411.0	352	98
156834429.0	272	989
156834447.0	352	950
156834517.0	357	1242
156834520.0	352	1221
156834541.0	352	1222
156834542.0	358	1243
156834552.0	352	1223
156834591.0	352	1035
156834605.0	356	264
156834611.0	265	977
156834679.0	356	1240
156834709.0	352	1224
156834958.0	359	1245
156835074.0	356	1241
156835154.0	332	1161
156835184.0	352	1225
156835425.0	352	978
156835426.0	352	1226
156835428.0	341	1181
156835496.0	265	978
156835822.0	341	1182
156835864.0	111	381
156835909.0	352	1227
156836060.0	341	1058
156836088.0	350	1200
156836101.0	360	786
156836151.0	352	1228
156836213.0	352	1229
156836266.0	352	1230
156836393.0	352	597
156836422.0	360	1246
156836677.0	352	1231
156837049.0	352	341
156837299.0	361	408
156837325.0	362	1248
156837441.0	362	1249
156837721.0	336	1176
156838062.0	352	1232
156838172.0	352	1233
156838181.0	352	761
156838262.0	363	1176
156838406.0	364	1250
156838440.0	364	1251
156838450.0	364	1252
156838714.0	365	1253
156838758.0	365	1254
156839007.0	366	1259
156839078.0	352	1234
156839173.0	365	1255
156839436.0	365	1256
156839441.0	347	1194
156839510.0	365	1257
156839603.0	189	569
156839631.0	352	1235
156839771.0	365	1258
156839868.0	367	1260
156840009.0	367	1261
156840014.0	368	1266
156840215.0	369	1267
156840394.0	367	1262
156840647.0	367	1263
156840933.0	352	830
156841033.0	367	1264
156841473.0	370	1268
156841751.0	367	1057
156841789.0	371	229
156841802.0	372	1277
156841816.0	371	418
156841868.0	373	1277
156841948.0	374	1280
156842122.0	371	1269
156842195.0	371	1270
156842341.0	367	1265
156842403.0	375	1281
156842514.0	376	1284
156842941.0	375	1282
156843166.0	377	1285
156843170.0	377	1215
156843181.0	352	952
156843877.0	360	1247
156844917.0	378	1286
156845000.0	375	1283
156845516.0	352	1236
156845857.0	379	784
156846152.0	380	1287
156846242.0	371	1271
156846403.0	373	1278
156846409.0	371	1272
156846410.0	380	1288
156846423.0	371	1273
156846566.0	380	1131
156846624.0	371	122
156846735.0	381	1290
156846748.0	371	1274
156846876.0	381	1291
156846963.0	382	1293
156847033.0	380	1132
156847081.0	371	1275
156847385.0	383	1294
156847424.0	371	1276
156847468.0	383	1295
156847821.0	371	588
156847943.0	384	1296
156848161.0	384	1276
156848243.0	385	1298
156848363.0	384	1297
156848776.0	124	418
156849316.0	386	418
156849479.0	387	40
156849515.0	352	951
156849696.0	388	1302
156850182.0	386	1301
156850215.0	380	1289
156850324.0	389	1303
156850553.0	390	1307
156850579.0	390	1308
156850715.0	391	1316
156850744.0	392	1317
156850780.0	393	1319
156850866.0	390	1309
156851283.0	381	1292
156851520.0	389	1304
156851711.0	389	1305
156852366.0	311	1131
156852577.0	311	1132
156852624.0	311	599
156852779.0	394	427
156852817.0	373	1279
156853187.0	392	1318
156853298.0	395	1320
156853311.0	396	1327
156853323.0	397	1328
156853363.0	398	3
156853399.0	398	1329
156853404.0	395	1321
156853484.0	398	16
156853532.0	395	1322
156853560.0	395	1131
156853862.0	395	708
156853866.0	395	582
156853883.0	399	1332
156854060.0	400	1333
156854150.0	401	1334
156854514.0	395	868
156854905.0	398	785
156854927.0	402	1335
156855123.0	403	40
156855579.0	395	1323
156855830.0	404	1336
156856057.0	404	1337
156856059.0	405	1339
156856157.0	395	599
156856199.0	406	1160
156856231.0	406	1341
156856255.0	407	1343
156856265.0	407	1344
156856281.0	405	1048
156856359.0	406	1342
156856504.0	408	1345
156856704.0	409	1346
156856806.0	409	844
156856998.0	405	1340
156857187.0	410	1349
156857305.0	342	1184
156857446.0	409	1347
156857952.0	389	1306
156858175.0	411	1350
156858300.0	404	1338
156858416.0	412	564
156858690.0	398	1330
156858829.0	413	1354
156859039.0	413	1355
156859051.0	414	1093
156859356.0	409	1348
156859414.0	415	465
156859426.0	164	525
156859459.0	416	465
156859477.0	417	1093
156859586.0	418	1360
156859620.0	419	1361
156859716.0	414	1356
156859764.0	395	1324
156859916.0	398	531
156860077.0	420	1366
156860101.0	421	1367
156860189.0	422	1378
156860241.0	292	1050
156860284.0	423	1380
156860320.0	423	1381
156860322.0	422	1379
156860355.0	421	602
156860451.0	419	1362
156860631.0	398	1331
156860656.0	417	1358
156860676.0	424	1308
156860687.0	425	1384
156860701.0	426	1385
156860711.0	427	1386
156860760.0	428	1388
156860788.0	395	1006
156860802.0	429	1390
156860808.0	430	1392
156860820.0	430	1393
156860847.0	429	1386
156860860.0	419	1363
156860908.0	430	1394
156860954.0	398	79
156861029.0	430	1395
156861035.0	430	116
156861069.0	428	1389
156861487.0	385	1299
